datetime,nav,price
2015-10-26,2.006,2.08
2015-10-27,2.021,1.97
2015-10-28,1.977,1.99
2015-10-29,1.99,1.99
2015-10-30,1.987,
2015-11-02,1.954,1.96
2015-11-03,1.952,2.03
2015-11-04,2.047,2.04
2015-11-05,2.051,2.09
2015-11-06,2.1,2.12
2015-11-09,2.127,2.12
2015-11-10,2.137,2.12
2015-11-11,2.163,2.15
2015-11-12,2.164,2.15
2015-11-13,2.128,2.17
2015-11-16,2.168,2.16
2015-11-17,2.153,
2015-11-18,2.124,2.16
2015-11-19,2.178,2.19
2015-11-20,2.205,2.2
2015-11-23,2.191,2.2
2015-11-24,2.209,2.21
2015-11-25,2.245,2.25
2015-11-26,2.231,2.13
2015-11-27,2.099,2.09
2015-11-30,2.111,2.11
2015-12-01,2.119,2.09
2015-12-02,2.11,2.16
2015-12-03,2.155,2.13
2015-12-04,2.135,
2015-12-07,2.159,2.11
2015-12-08,2.11,
2015-12-09,2.104,2.09
2015-12-10,2.096,
2015-12-11,2.079,2.1
2015-12-14,2.115,2.12
2015-12-15,2.131,2.12
2015-12-16,2.137,2.2
2015-12-17,2.19,2.17
2015-12-18,2.188,2.2
2015-12-21,2.214,2.21
2015-12-22,2.231,2.19
2015-12-23,2.207,2.18
2015-12-24,2.205,2.19
2015-12-25,2.218,2.19
2015-12-28,2.168,2.18
2015-12-29,2.19,2.19
2015-12-30,2.209,2.23
2015-12-31,2.176,2.1
2016-01-04,2.001,1.97
2016-01-05,1.983,2.04
2016-01-06,2.031,
2016-01-07,1.866,1.92
2016-01-08,1.896,1.86
2016-01-11,1.779,1.81
2016-01-12,1.786,1.77
2016-01-13,1.725,1.78
2016-01-14,1.782,1.71
2016-01-15,1.722,1.74
2016-01-18,1.743,1.79
2016-01-19,1.803,1.78
2016-01-20,1.784,1.74
2016-01-21,1.719,1.75
2016-01-22,1.747,1.77
2016-01-25,1.765,1.68
2016-01-26,1.644,1.6
2016-01-27,1.63,1.59
2016-01-28,1.562,1.62
2016-01-29,1.617,1.61
2016-02-01,1.605,1.65
2016-02-02,1.658,1.66
2016-02-03,1.666,1.69
2016-02-04,1.696,1.69
2016-02-05,1.68,1.68
2016-02-15,1.68,1.75
2016-02-16,1.744,1.75
2016-02-17,1.76,1.74
2016-02-18,1.755,1.75
2016-02-19,1.762,1.79
2016-02-22,1.793,1.75
2016-02-23,1.782,1.79
2016-02-24,1.797,1.69
2016-02-25,1.66,1.69
2016-02-26,1.672,1.61
2016-02-29,1.597,1.64
2016-03-01,1.632,1.71
2016-03-02,1.71,1.71
2016-03-03,1.711,1.65
2016-03-04,1.668,1.69
2016-03-07,1.702,1.7
2016-03-08,1.709,1.67
2016-03-09,1.672,1.65
2016-03-10,1.647,1.64
2016-03-11,1.646,1.72
2016-03-14,1.701,
2016-03-15,1.691,1.68
2016-03-16,1.673,1.73
2016-03-17,1.727,1.79
2016-03-18,1.781,1.81
2016-03-21,1.82,1.81
2016-03-22,1.815,1.81
2016-03-23,1.827,1.81
2016-03-24,1.804,1.82
2016-03-25,1.817,1.82
2016-03-28,1.806,1.79
2016-03-29,1.773,1.82
2016-03-30,1.835,1.83
2016-03-31,1.837,1.84
2016-04-01,1.828,1.88
2016-04-05,1.872,1.88
2016-04-06,1.885,
2016-04-07,1.855,1.83
2016-04-08,1.841,1.87
2016-04-11,1.879,1.85
2016-04-12,1.865,1.9
2016-04-13,1.889,1.88
2016-04-14,1.905,1.88
2016-04-15,1.902,1.88
2016-04-18,1.878,1.87
2016-04-19,1.883,1.81
2016-04-20,1.81,
2016-04-21,1.799,1.79
2016-04-22,1.81,1.81
2016-04-25,1.804,1.79
2016-04-26,1.821,1.81
2016-04-27,1.819,1.81
2016-04-28,1.814,
2016-04-29,1.813,1.86
2016-05-03,1.862,
2016-05-04,1.862,1.87
2016-05-05,1.868,1.81
2016-05-06,1.804,1.76
2016-05-09,1.75,1.77
2016-05-10,1.755,1.76
2016-05-11,1.756,1.75
2016-05-12,1.761,1.75
2016-05-13,1.758,1.77
2016-05-16,1.787,1.76
2016-05-17,1.78,1.73
2016-05-18,1.735,1.76
2016-05-19,1.74,1.75
2016-05-20,1.758,1.77
2016-05-23,1.779,1.75
2016-05-24,1.763,1.76
2016-05-25,1.754,1.75
2016-05-26,1.76,1.77
2016-05-27,1.76,1.77
2016-05-30,1.752,1.82
2016-05-31,1.821,1.81
2016-06-01,1.826,1.84
2016-06-02,1.838,1.82
2016-06-03,1.846,1.86
2016-06-06,1.85,1.83
2016-06-07,1.847,1.82
2016-06-08,1.842,1.82
2016-06-13,1.765,
2016-06-14,1.766,1.81
2016-06-15,1.817,
2016-06-16,1.807,1.87
2016-06-17,1.821,1.84
2016-06-20,1.827,1.81
2016-06-21,1.81,1.81
2016-06-22,1.837,1.82
2016-06-23,1.83,1.79
2016-06-24,1.811,1.86
2016-06-27,1.852,1.87
2016-06-28,1.871,1.86
2016-06-29,1.875,1.86
2016-06-30,1.879,1.87
2016-07-01,1.882,1.91
2016-07-04,1.924,1.93
2016-07-05,1.94,1.95
2016-07-06,1.947,1.96
2016-07-07,1.953,1.93
2016-07-08,1.948,1.95
2016-07-11,1.943,1.96
2016-07-12,1.968,2
2016-07-13,1.994,1.97
2016-07-14,1.998,1.98
2016-07-15,1.996,1.99
2016-07-18,1.995,1.99
2016-07-19,1.996,1.98
2016-07-20,1.996,2
2016-07-21,2.009,1.99
2016-07-22,1.99,
2016-07-25,1.994,1.99
2016-07-26,2.021,1.92
2016-07-27,1.942,1.93
2016-07-28,1.951,1.93
2016-07-29,1.939,1.91
2016-08-01,1.921,1.92
2016-08-02,1.939,1.94
2016-08-03,1.953,1.98
2016-08-04,1.96,1.96
2016-08-05,1.953,1.96
2016-08-08,1.977,1.98
2016-08-09,1.991,1.98
2016-08-10,1.982,1.97
2016-08-11,1.957,1.96
2016-08-12,1.98,2.02
2016-08-15,2.024,2.02
2016-08-16,2.029,2.05
2016-08-17,2.037,2.03
2016-08-18,2.04,2.03
2016-08-19,2.045,2.02
2016-08-22,2.025,
2016-08-23,2.024,2.02
2016-08-24,2.028,2.01
2016-08-25,2.018,2.02
2016-08-26,2.026,2.02
2016-08-29,2.036,2.03
2016-08-30,2.037,2.03
2016-08-31,2.042,2.03
2016-09-01,2.026,2.02
2016-09-02,2.019,2.02
2016-09-05,2.034,2.04
2016-09-06,2.064,2.05
2016-09-07,2.062,2.07
2016-09-08,2.068,2.06
2016-09-09,2.058,2.01
2016-09-12,2.011,2.01
2016-09-13,2.015,2
2016-09-14,2,2.03
2016-09-19,2.022,2.01
2016-09-20,2.024,
2016-09-21,2.027,2.03
2016-09-22,2.045,2.03
2016-09-23,2.039,2.03
2016-09-26,2.005,2
2016-09-27,2.021,2.01
2016-09-28,2.02,2.02
2016-09-29,2.026,2.02
2016-09-30,2.034,2.05
2016-10-10,2.067,2.06
2016-10-11,2.074,2.06
2016-10-12,2.07,2.06
2016-10-13,2.07,2.06
2016-10-14,2.072,2.06
2016-10-17,2.057,2.07
2016-10-18,2.085,2.06
2016-10-19,2.079,2.07
2016-10-20,2.084,2.06
2016-10-21,2.077,2.08
2016-10-24,2.097,2.1
2016-10-25,2.106,
2016-10-26,2.095,2.09
2016-10-27,2.094,2.09
2016-10-28,2.076,2.09
2016-10-31,2.075,2.09
2016-11-01,2.09,2.09
2016-11-02,2.075,2.08
2016-11-03,2.081,2.09
2016-11-04,2.073,2.087
2016-11-07,2.081,2.087
2016-11-08,2.09,2.07
2016-11-09,2.075,2.08
2016-11-10,2.102,2.1
2016-11-11,2.114,2.11
2016-11-14,2.118,2.1
2016-11-15,2.128,2.12
2016-11-16,2.131,2.12
2016-11-17,2.131,2.12
2016-11-18,2.123,2.12
2016-11-21,2.123,2.12
2016-11-22,2.143,2.13
2016-11-23,2.134,2.14
2016-11-24,2.129,2.12
2016-11-25,2.138,2.13
2016-11-28,2.147,2.134
2016-11-29,2.132,2.11
2016-11-30,2.126,2.12
2016-12-01,2.146,2.12
2016-12-02,2.116,2.1
2016-12-05,2.111,2.12
2016-12-06,2.11,2.12
2016-12-07,2.135,2.13
2016-12-08,2.122,2.12
2016-12-09,2.121,2.09
2016-12-12,2.041,2.06
2016-12-13,2.053,2.07
2016-12-14,2.038,2.04
2016-12-15,2.048,2.06
2016-12-16,2.063,2.06
2016-12-19,2.065,2.05
2016-12-20,2.057,2.07
2016-12-21,2.068,2.08
2016-12-22,2.065,2.08
2016-12-23,2.046,2.07
2016-12-26,2.049,2.05
2016-12-27,2.047,2.07
2016-12-28,2.043,2.06
2016-12-29,2.04,2.06
2016-12-30,2.042,2.07
2016-12-31,2.042,2.08
2017-01-03,2.06,2.1
2017-01-04,2.085,2.1
2017-01-05,2.086,2.09
2017-01-06,2.077,2.11
2017-01-09,2.09,2.06
2017-01-10,2.085,2.09
2017-01-11,2.067,2.08
2017-01-12,2.049,2.03
2017-01-13,2.024,2.02
2017-01-16,1.981,2.04
2017-01-17,2,2.02
2017-01-18,1.999,2.03
2017-01-19,1.994,2.04
2017-01-20,2.016,2.04
2017-01-23,2.031,2.02
2017-01-24,2.027,2.06
2017-01-25,2.034,2.11
2017-01-26,2.05,2.08
2017-02-03,2.04,2.07
2017-02-06,2.056,2.08
2017-02-07,2.055,2.09
2017-02-08,2.066,2.09
2017-02-09,2.08,2.09
2017-02-10,2.085,2.09
2017-02-13,2.093,2.09
2017-02-14,2.096,2.08
2017-02-15,2.071,2.1
2017-02-16,2.087,2.09
2017-02-17,2.069,2.1
2017-02-20,2.096,2.11
2017-02-21,2.114,2.11
2017-02-22,2.129,2.12
2017-02-23,2.13,2.11
2017-02-24,2.128,2.11
2017-02-27,2.112,2.12
2017-02-28,2.122,2.12
2017-03-01,2.127,2.13
2017-03-02,2.116,2.11
2017-03-03,2.119,2.12
2017-03-06,2.138,2.12
2017-03-07,2.136,2.12
2017-03-08,2.129,2.12
2017-03-09,2.113,2.12
2017-03-10,2.119,2.12
2017-03-13,2.137,2.123
2017-03-14,2.138,2.13
2017-03-15,2.135,2.15
2017-03-16,2.158,2.15
2017-03-17,2.143,2.14
2017-03-20,2.148,2.15
2017-03-21,2.152,2.15
2017-03-22,2.148,2.14
2017-03-23,2.151,2.15
2017-03-24,2.168,2.15
2017-03-27,2.158,2.149
2017-03-28,2.152,2.14
2017-03-29,2.145,2.12
2017-03-30,2.114,2.16
2017-03-31,2.122,2.17
2017-04-05,2.165,2.18
2017-04-06,2.175,2.18
2017-04-07,2.186,2.19
2017-04-10,2.184,2.2
2017-04-11,2.199,2.2
2017-04-12,2.179,2.2
2017-04-13,2.194,2.16
2017-04-14,2.165,2.16
2017-04-17,2.146,2.16
2017-04-18,2.134,2.16
2017-04-19,2.116,2.14
2017-04-20,2.121,2.12
2017-04-21,2.107,2.13
2017-04-24,2.061,2.13
2017-04-25,2.067,2.11
2017-04-26,2.076,2.11
2017-04-27,2.085,2.1
2017-04-28,2.096,2.1
2017-05-02,2.094,2.09
2017-05-03,2.086,2.07
2017-05-04,2.075,2.05
2017-05-05,2.048,2.06
2017-05-08,2.013,2.02
2017-05-09,2.027,1.99
2017-05-10,1.994,2.02
2017-05-11,1.992,2.02
2017-05-12,1.986,2
2017-05-15,1.995,2.04
2017-05-16,2.032,2.04
2017-05-17,2.033,2.03
2017-05-19,2.014,2.01
2017-05-22,1.988,1.98
2017-05-23,1.946,1.96
2017-05-24,1.955,1.97
2017-05-25,1.966,1.94
2017-05-26,1.961,1.96
2017-05-31,1.956,1.94
2017-06-01,1.913,1.92
2017-06-02,1.93,1.94
2017-06-05,1.944,1.95
2017-06-06,1.951,2
2017-06-07,1.986,1.99
2017-06-08,1.985,2
2017-06-09,1.99,2
2017-06-12,1.97,1.99
2017-06-13,1.995,2
2017-06-14,1.99,2
2017-06-15,2.012,1.996
2017-06-16,2.011,2.01
2017-06-19,2.023,2.02
2017-06-20,2.03,2.04
2017-06-21,2.033,2.02
2017-06-22,2.004,2
2017-06-23,2.01,2.02
2017-06-26,2.052,2.04
2017-06-27,2.052,2.05
2017-06-28,2.047,2.05
2017-06-29,2.058,2.05
2017-06-30,2.065,2.07
2017-07-03,2.09,2.11
2017-07-04,2.079,2.11
2017-07-05,2.097,2.12
2017-07-06,2.1,2.12
2017-07-07,2.118,2.13
2017-07-10,2.116,2.16
2017-07-11,2.09,2.17
2017-07-12,2.096,2.14
2017-07-13,2.099,2.13
2017-07-14,2.091,2.13
2017-07-17,2.015,2.11
2017-07-18,2.038,2.08
2017-07-19,2.079,2.09
2017-07-20,2.096,2.09
2017-07-21,2.102,2.12
2017-07-24,2.117,2.11
2017-07-25,2.111,2.12
2017-07-26,2.113,2.13
2017-07-27,2.118,2.13
2017-07-28,2.129,2.14
2017-07-31,2.16,2.16
2017-08-01,2.154,2.16
2017-08-02,2.146,2.17
2017-08-03,2.155,2.15
2017-08-04,2.144,2.17
2017-08-07,2.168,2.18
2017-08-08,2.17,2.19
2017-08-09,2.183,2.17
2017-08-10,2.169,2.14
2017-08-11,2.118,2.18
2017-08-14,2.154,2.16
2017-08-15,2.16,2.16
2017-08-16,2.162,2.18
2017-08-17,2.176,2.18
2017-08-18,2.173,2.2
2017-08-21,2.187,2.18
2017-08-22,2.182,2.17
2017-08-23,2.164,2.16
2017-08-24,2.149,2.18
2017-08-25,2.178,2.19
2017-08-28,2.202,2.19
2017-08-29,2.197,2.2
2017-08-30,2.213,2.21
2017-08-31,2.216,2.23
2017-09-01,2.237,2.23
2017-09-04,2.249,2.24
2017-09-05,2.25,2.25
2017-09-06,2.26,2.24
2017-09-07,2.248,2.24
2017-09-08,2.253,2.26
2017-09-11,2.271,2.26
2017-09-12,2.265,2.27
2017-09-13,2.277,2.27
2017-09-14,2.274,2.27
2017-09-15,2.256,2.28
2017-09-18,2.282,2.28
2017-09-19,2.275,2.31
2017-09-20,2.298,2.3
2017-09-21,2.281,2.3
2017-09-22,2.267,2.27
2017-09-25,2.242,2.27
2017-09-26,2.246,2.27
2017-09-27,2.267,2.27
2017-09-28,2.262,2.3
2017-09-29,2.281,2.33
2017-10-09,2.316,2.34
2017-10-10,2.328,2.34
2017-10-11,2.315,2.34
2017-10-12,2.312,2.34
2017-10-13,2.332,2.34
2017-10-16,2.306,2.34
2017-10-17,2.306,2.33
2017-10-18,2.291,2.33
2017-10-19,2.267,2.32
2017-10-20,2.289,2.31
2017-10-23,2.306,2.3
2017-10-24,2.305,2.31
2017-10-25,2.324,2.32
2017-10-26,2.338,2.34
2017-10-27,2.324,2.34
2017-10-30,2.291,2.38
2017-10-31,2.303,2.35
2017-11-01,2.298,2.32
2017-11-02,2.273,2.29
2017-11-03,2.254,2.29
2017-11-06,2.285,2.29
2017-11-07,2.294,2.31
2017-11-08,2.296,2.31
2017-11-09,2.31,2.32
2017-11-10,2.328,2.35
2017-11-13,2.344,2.33
2017-11-14,2.328,2.32
2017-11-15,2.31,2.32
2017-11-16,2.325,2.3
2017-11-17,2.259,2.32
2017-11-20,2.283,2.32
2017-11-21,2.291,2.32
2017-11-22,2.279,2.3
2017-11-23,2.227,2.27
2017-11-24,2.224,2.24
2017-11-27,2.196,2.25
2017-11-28,2.235,2.25
2017-11-29,2.254,2.25
2017-11-30,2.237,2.27
2017-12-01,2.254,2.26
2017-12-04,2.248,2.25
2017-12-05,2.199,2.23
2017-12-06,2.207,2.21
2017-12-07,2.191,2.22
2017-12-08,2.215,2.25
2017-12-11,2.245,2.25
2017-12-12,2.225,2.25
2017-12-13,2.237,2.25
2017-12-14,2.238,2.25
2017-12-15,2.215,2.23
2017-12-18,2.205,2.23
2017-12-19,2.225,2.22
2017-12-20,2.208,2.23
2017-12-21,2.221,2.23
2017-12-22,2.22,2.23
2017-12-25,2.2,2.22
2017-12-26,2.216,2.21
2017-12-27,2.198,2.22
2017-12-28,2.209,2.23
2017-12-29,2.23,2.26
2017-12-31,2.23,2.29
2018-01-02,2.255,2.29
2018-01-03,2.273,2.3
2018-01-04,2.285,2.31
2018-01-05,2.293,2.32
2018-01-08,2.312,2.31
2018-01-09,2.309,2.31
2018-01-10,2.303,2.31
2018-01-11,2.305,2.28
2018-01-12,2.297,2.31
2018-01-15,2.257,2.31
2018-01-16,2.279,2.32
2018-01-17,2.255,2.29
2018-01-18,2.265,2.3
2018-01-19,2.257,2.3
2018-01-22,2.284,2.31
2018-01-23,2.29,2.31
2018-01-24,2.295,2.31
2018-01-25,2.293,2.29
2018-01-26,2.297,2.3
2018-01-29,2.282,2.27
2018-01-30,2.288,2.24
2018-01-31,2.257,2.2
2018-02-01,2.193,2.21
2018-02-02,2.207,2.14
2018-02-05,2.206,2.13
2018-02-06,2.099,2.12
2018-02-07,2.095,2.05
2018-02-08,2.11,2.1
2018-02-09,2.036,2.1
2018-02-12,2.078,2.12
2018-02-13,2.092,2.15
2018-02-14,2.098,2.15
2018-02-22,2.148,2.21
2018-02-23,2.16,2.21
2018-02-26,2.205,2.2
2018-02-27,2.193,2.22
2018-02-28,2.197,2.22
2018-03-01,2.218,2.21
2018-03-02,2.206,2.23
2018-03-05,2.204,2.23
2018-03-06,2.238,2.23
2018-03-07,2.213,2.26
2018-03-08,2.229,2.27
2018-03-09,2.252,2.27
2018-03-12,2.284,2.25
2018-03-13,2.268,2.24
2018-03-14,2.249,2.23
2018-03-15,2.237,2.23
2018-03-16,2.223,2.22
2018-03-19,2.213,2.21
2018-03-20,2.215,2.19
2018-03-21,2.199,2.1
2018-03-22,2.186,2.11
2018-03-23,2.062,2.15
2018-03-26,2.097,2.14
2018-03-27,2.14,2.15
2018-03-28,2.114,2.18
2018-03-29,2.142,2.18
2018-03-30,2.167,2.16
2018-04-02,2.168,2.14
2018-04-03,2.151,2.15
2018-04-04,2.135,2.15
2018-04-09,2.133,2.17
2018-04-10,2.156,2.17
2018-04-11,2.169,2.17
2018-04-12,2.161,2.15
2018-04-13,2.152,2.12
2018-04-16,2.141,2.14
2018-04-17,2.092,2.14
2018-04-18,2.118,2.11
2018-04-19,2.137,2.1
2018-04-20,2.099,2.13
2018-04-23,2.084,2.15
2018-04-24,2.133,2.13
2018-04-25,2.141,2.12
2018-04-26,2.109,2.13
2018-04-27,2.114,2.14
2018-05-02,2.122,2.15
2018-05-03,2.143,2.19
2018-05-04,2.15,2.2
2018-05-07,2.191,2.2
2018-05-08,2.197,2.2
2018-05-09,2.194,2.2
2018-05-10,2.2,2.19
2018-05-11,2.177,2.2
2018-05-14,2.179,2.2
2018-05-15,2.203,2.2
2018-05-16,2.196,2.2
2018-05-17,2.186,2.23
2018-05-18,2.194,2.22
2018-05-21,2.221,2.21
2018-05-22,2.232,2.2
2018-05-23,2.203,2.18
2018-05-24,2.193,2.18
2018-05-25,2.175,2.16
2018-05-28,2.167,2.13
2018-05-29,2.141,2.13
2018-05-30,2.092,2.12
2018-05-31,2.121,2.12
2018-06-01,2.094,2.13
2018-06-04,2.094,2.13
2018-06-05,2.126,2.12
2018-06-06,2.129,2.1
2018-06-07,2.116,2.09
2018-06-08,2.095,2.11
2018-06-11,2.081,2.09
2018-06-12,2.109,2.08
2018-06-13,2.079,2.06
2018-06-14,2.075,1.95
2018-06-15,2.039,1.98
2018-06-19,1.943,1.95
2018-06-20,1.972,1.97
2018-06-21,1.941,1.97
2018-06-22,1.972,1.97
2018-06-25,1.962,1.96
2018-06-26,1.97,1.94
2018-06-27,1.947,1.99
2018-06-28,1.929,1.96
2018-06-29,1.99,1.99
2018-06-30,1.99,1.96
2018-07-02,1.957,1.92
2018-07-03,1.978,1.92
2018-07-04,1.947,1.95
2018-07-05,1.894,1.96
2018-07-06,1.896,1.93
2018-07-09,1.943,1.98
2018-07-10,1.959,2
2018-07-11,1.923,2
2018-07-12,1.977,2
2018-07-13,1.996,1.99
2018-07-16,1.994,1.97
2018-07-17,1.992,1.99
2018-07-18,1.974,2
2018-07-19,1.957,2.04
2018-07-20,1.978,2.03
2018-07-23,1.993,2.02
2018-07-24,2.026,2.01
2018-07-25,2.029,1.98
2018-07-26,2.008,1.99
2018-07-27,2.001,1.98
2018-07-30,1.984,1.96
2018-07-31,1.985,1.95
2018-08-01,1.949,1.91
2018-08-02,1.915,1.91
2018-08-03,1.897,1.89
2018-08-06,1.855,1.93
2018-08-07,1.902,1.94
2018-08-08,1.872,1.94
2018-08-09,1.919,1.94
2018-08-10,1.927,1.91
2018-08-13,1.938,1.89
2018-08-14,1.929,1.85
2018-08-15,1.893,1.86
2018-08-16,1.875,1.88
2018-08-17,1.846,1.87
2018-08-20,1.857,1.88
2018-08-21,1.88,1.88
2018-08-22,1.862,1.91
2018-08-23,1.868,1.91
2018-08-24,1.862,1.91
2018-08-27,1.907,1.89
2018-08-28,1.913,1.86
2018-08-29,1.901,1.88
2018-08-30,1.874,1.89
2018-08-31,1.856,1.87
2018-09-03,1.863,1.86
2018-09-04,1.878,1.84
2018-09-05,1.846,1.82
2018-09-06,1.836,1.81
2018-09-07,1.837,1.8
2018-09-10,1.805,1.81
2018-09-11,1.8,1.8
2018-09-12,1.793,1.77
2018-09-13,1.806,1.8
2018-09-14,1.788,1.82
2018-09-17,1.762,1.82
2018-09-18,1.796,1.84
2018-09-19,1.818,1.84
2018-09-20,1.816,1.84
2018-09-21,1.844,1.83
2018-09-25,1.836,1.85
2018-09-26,1.845,1.8
2018-09-27,1.83,1.78
2018-09-28,1.846,1.79
2018-10-08,1.785,1.68
2018-10-09,1.785,1.67
2018-10-10,1.785,1.65
2018-10-11,1.673,1.61
2018-10-12,1.671,1.62
2018-10-15,1.64,1.58
2018-10-16,1.601,1.62
2018-10-17,1.611,1.71
2018-10-18,1.568,1.68
2018-10-19,1.618,1.67
2018-10-22,1.697,1.67
2018-10-23,1.666,1.67
2018-10-24,1.659,1.63
2018-10-25,1.657,1.65
2018-10-26,1.651,1.67
2018-10-29,1.621,1.68
2018-10-30,1.636,1.73
2018-10-31,1.66,1.72
2018-11-01,1.671,1.72
2018-11-02,1.723,1.72
2018-11-05,1.722,1.71
2018-11-06,1.723,1.7
2018-11-07,1.715,1.73
2018-11-08,1.699,1.77
2018-11-09,1.697,1.76
2018-11-12,1.734,1.78
2018-11-13,1.758,1.61
2018-11-14,1.748,1.61
2018-11-15,1.771,1.58
2018-11-16,1.782,1.58
2018-11-19,1.789,1.57
2018-11-20,1.747,1.53
2018-11-21,1.751,1.52
2018-11-22,1.747,1.52
2018-11-23,1.696,1.54
2018-11-26,1.691,1.51
2018-11-27,1.698,1.53
2018-11-28,1.717,1.57
2018-11-29,1.688,1.57
2018-11-30,1.698,1.56
2018-12-03,1.741,1.54
2018-12-04,1.747,1.53
2018-12-05,1.741,1.52
2018-12-06,1.708,1.53
2018-12-07,1.708,1.53
2018-12-10,1.691,1.55
2018-12-11,1.702,1.52
2018-12-12,1.704,1.51
2018-12-13,1.723,1.5
2018-12-14,1.691,1.48
2018-12-17,1.682,1.48
2018-12-18,1.672,1.47
2018-12-19,1.65,1.48
2018-12-20,1.654,1.47
2018-12-21,1.645,1.47
2018-12-24,1.66,1.45
2018-12-25,1.645,1.45
2018-12-26,1.639,
2018-12-27,1.624,1.44
2018-12-28,1.624,1.43
2018-12-31,1.624,1.46
2019-01-02,1.608,1.48
2019-01-03,1.599,1.47
2019-01-04,1.632,1.47
2019-01-07,1.655,1.48
2019-01-08,1.652,1.49
2019-01-09,1.657,1.48
2019-01-10,1.656,1.5
2019-01-11,1.665,1.5
2019-01-14,1.657,1.49
2019-01-15,1.677,1.5
2019-01-16,1.676,1.51
2019-01-17,1.664,1.49
2019-01-18,1.681,1.49
2019-01-21,1.692,1.51
2019-01-22,1.672,1.5
2019-01-23,1.677,1.5
2019-01-24,1.683,1.49
2019-01-25,1.684,1.49
2019-01-28,1.684,1.48
2019-01-29,1.674,1.52
2019-01-30,1.665,1.54
2019-01-31,1.655,1.56
2019-02-01,1.686,1.58
2019-02-11,1.723,1.59
2019-02-12,1.735,1.57
2019-02-13,1.754,1.62
2019-02-14,1.759,1.62
2019-02-15,1.748,1.62
2019-02-18,1.801,1.62
2019-02-19,1.799,1.64
2019-02-20,1.802,1.73
2019-02-21,1.796,1.72
2019-02-22,1.831,1.71
2019-02-25,1.908,1.71
2019-02-26,1.906,1.72
2019-02-27,1.894,1.76
2019-02-28,1.903,1.8
2019-03-01,1.917,1.83
2019-03-04,1.945,1.84
2019-03-05,1.985,1.78
2019-03-06,2.008,1.82
2019-03-07,2.012,1.86
2019-03-08,1.946,1.83
2019-03-11,2.021,1.79
2019-03-12,2.049,1.81
2019-03-13,2.013,1.85
2019-03-14,1.981,1.87
2019-03-15,2.004,1.87
2019-03-18,2.054,1.89
2019-03-19,2.06,1.89
2019-03-20,2.06,1.87
2019-03-21,2.079,1.84
2019-03-22,2.09,1.85
2019-03-25,2.068,1.84
2019-03-26,2.021,1.88
2019-03-27,2.042,1.95
2019-03-28,2.016,1.96
2019-03-29,2.075,1.98
2019-04-01,2.146,2.02
2019-04-02,2.152,2.04
2019-04-03,2.172,2.06
2019-04-04,2.18,2.05
2019-04-08,2.175,1.99
2019-04-09,2.178,1.96
2019-04-10,2.177,1.95
2019-04-11,2.135,2
2019-04-12,2.136,1.99
2019-04-15,2.119,1.97
2019-04-16,2.155,1.98
2019-04-17,2.158,1.96
2019-04-18,2.15,1.93
2019-04-19,2.16,1.93
2019-04-22,2.129,1.87
2019-04-23,2.096,1.86
2019-04-24,2.114,1.82
2019-04-25,2.049,1.83
2019-04-26,2.035,1.73
2019-04-29,1.999,1.74
2019-04-30,2.012,1.73
2019-05-06,1.887,1.71
2019-05-07,1.904,1.76
2019-05-08,1.895,1.74
2019-05-09,1.876,1.72
2019-05-10,1.93,1.75
2019-05-13,1.909,1.76
2019-05-14,1.898,1.72
2019-05-15,1.934,1.71
2019-05-16,1.945,1.73
2019-05-17,1.894,1.72
2019-05-20,1.881,1.69
2019-05-21,1.908,1.68
2019-05-22,1.898,1.72
2019-05-23,1.867,1.72
2019-05-24,1.858,1.72
2019-05-27,1.896,1.71
2019-05-28,1.894,1.71
2019-05-29,1.896,1.69
2019-05-30,1.886,1.68
2019-05-31,1.886,1.67
2019-06-03,1.866,1.64
2019-06-04,1.851,1.65
2019-06-05,1.846,1.71
2019-06-06,1.816,1.69
2019-06-10,1.83,1.7
2019-06-11,1.886,1.68
2019-06-12,1.874,1.68
2019-06-13,1.878,1.67
2019-06-14,1.851,1.68
2019-06-17,1.847,1.71
2019-06-18,1.844,1.73
2019-06-19,1.864,1.73
2019-06-20,1.897,1.71
2019-06-21,1.923,1.72
2019-06-24,1.923,1.73
2019-06-25,1.907,1.72
2019-06-26,1.906,1.76
2019-06-27,1.924,1.76
2019-06-28,1.907,1.75
2019-06-30,1.907,1.75
2019-07-01,1.956,1.75
2019-07-02,1.953,1.72
2019-07-03,1.943,1.72
2019-07-04,1.939,1.72
2019-07-05,1.949,1.71
2019-07-08,1.899,1.72
2019-07-09,1.905,1.73
2019-07-10,1.89,1.73
2019-07-11,1.893,1.74
2019-07-12,1.9,1.72
2019-07-15,1.92,1.73
2019-07-16,1.924,1.7
2019-07-17,1.923,1.72
2019-07-18,1.896,1.73
2019-07-19,1.908,1.73
2019-07-22,1.884,1.73
2019-07-23,1.899,1.73
2019-07-24,1.913,1.75
2019-07-25,1.915,1.74
2019-07-26,1.92,1.73
2019-07-29,1.919,1.72
2019-07-30,1.928,1.7
2019-07-31,1.922,1.67
2019-08-01,1.914,1.67
2019-08-02,1.896,1.68
2019-08-05,1.877,1.66
2019-08-06,1.847,1.68
2019-08-07,1.839,1.67
2019-08-08,1.849,1.68
2019-08-09,1.832,1.69
2019-08-12,1.862,1.7
2019-08-13,1.853,1.74
2019-08-14,1.865,1.73
2019-08-15,1.873,1.74
2019-08-16,1.877,1.74
2019-08-19,1.927,1.74
