datetime,close
2013-04-26,1
2013-05-03,1
2013-05-08,1
2013-05-10,1.001
2013-05-15,1.001
2013-05-16,1.003
2013-05-17,1.004
2013-05-20,1.006
2013-05-21,1.006
2013-05-22,0.999
2013-05-23,0.998
2013-05-24,0.997
2013-05-28,1.002
2013-05-29,0.998
2013-05-30,1.002
2013-05-31,0.994
2013-06-03,0.996
2013-06-04,0.99
2013-06-05,0.98
2013-06-06,0.983
2013-06-07,0.993
2013-06-13,0.985
2013-06-14,0.979
2013-06-17,0.987
2013-06-18,0.996
2013-06-19,0.985
2013-06-20,0.961
2013-06-21,0.958
2013-06-24,0.949
2013-06-25,0.955
2013-06-26,0.964
2013-06-27,0.968
2013-06-28,0.969
2013-07-01,0.975
2013-07-02,0.975
2013-07-03,0.98
2013-07-05,0.987
2013-07-08,0.988
2013-07-09,0.993
2013-07-10,0.997
2013-07-11,1.016
2013-07-12,1.022
2013-07-15,1.024
2013-07-16,1.024
2013-07-17,1.026
2013-07-18,1.024
2013-07-19,1.013
2013-07-22,1.016
2013-07-23,1.008
2013-07-24,1.011
2013-07-25,1.019
2013-07-26,1.023
2013-07-29,1.021
2013-07-30,1.027
2013-07-31,1.029
2013-08-01,1.04
2013-08-02,1.046
2013-08-05,1.046
2013-08-06,1.039
2013-08-07,1.037
2013-08-08,1.042
2013-08-09,1.037
2013-08-12,1.039
2013-08-13,1.045
2013-08-14,1.041
2013-08-15,1.023
2013-08-16,1.021
2013-08-19,1.02
2013-08-20,1.025
2013-08-21,1.021
2013-08-22,1.031
2013-08-23,1.039
2013-08-26,1.037
2013-08-27,1.017
2013-08-28,1.02
2013-08-29,1.027
2013-08-30,1.021
2013-09-03,1.027
2013-09-04,1.038
2013-09-05,1.039
2013-09-06,1.041
2013-09-09,1.052
2013-09-10,1.057
2013-09-11,1.055
2013-09-12,1.053
2013-09-13,1.054
2013-09-16,1.051
2013-09-17,1.059
2013-09-18,1.072
2013-09-23,1.067
2013-09-24,1.067
2013-09-25,1.063
2013-09-26,1.071
2013-09-27,1.07
2013-09-30,1.066
2013-10-08,1.045
2013-10-09,1.042
2013-10-10,1.064
2013-10-11,1.072
2013-10-14,1.079
2013-10-15,1.075
2013-10-16,1.087
2013-10-17,1.093
2013-10-18,1.109
2013-10-21,1.111
2013-10-22,1.113
2013-10-23,1.106
2013-10-24,1.111
2013-10-25,1.118
2013-10-28,1.118
2013-10-29,1.121
2013-10-30,1.12
2013-10-31,1.118
2013-11-01,1.119
2013-11-04,1.121
2013-11-05,1.122
2013-11-06,1.122
2013-11-07,1.101
2013-11-08,1.114
2013-11-11,1.112
2013-11-12,1.113
2013-11-13,1.126
2013-11-14,1.129
2013-11-18,1.12
2013-11-19,1.117
2013-11-20,1.113
2013-11-21,1.128
2013-11-22,1.134
2013-11-25,1.135
2013-11-26,1.142
2013-11-27,1.146
2013-11-29,1.152
2013-12-02,1.149
2013-12-03,1.149
2013-12-04,1.15
2013-12-05,1.148
2013-12-06,1.155
2013-12-09,1.157
2013-12-10,1.156
2013-12-11,1.141
2013-12-12,1.138
2013-12-13,1.137
2013-12-16,1.143
2013-12-17,1.141
2013-12-18,1.154
2013-12-19,1.152
2013-12-20,1.164
2013-12-23,1.175
2013-12-24,1.176
2013-12-26,1.18
2013-12-27,1.174
2013-12-30,1.172
2013-12-31,1.178
2014-01-02,1.17
2014-01-03,1.163
2014-01-06,1.16
2014-01-07,1.17
2014-01-08,1.173
2014-01-09,1.169
2014-01-10,1.171
2014-01-13,1.153
2014-01-14,1.174
2014-01-15,1.184
2014-01-16,1.186
2014-01-17,1.179
2014-01-21,1.188
2014-01-22,1.191
2014-01-23,1.187
2014-01-24,1.163
2014-01-27,1.153
2014-01-28,1.151
2014-01-29,1.139
2014-01-30,1.16
2014-02-07,1.169
2014-02-10,1.176
2014-02-11,1.188
2014-02-12,1.19
2014-02-13,1.2
2014-02-14,1.201
2014-02-18,1.206
2014-02-19,1.199
2014-02-20,1.205
2014-02-21,1.203
2014-02-24,1.21
