datetime,close,acc_close,div
2008-05-26,3708.138,,0.0192
2008-05-27,3718.913,,0.0191
2008-05-28,3806.971,,0.0187
2008-05-29,3708.515,,0.0192
2008-05-30,3734,,0.019
2008-06-02,3755.845,,0.0189
2008-06-03,3757.302,,0.0188
2008-06-04,3675.057,,0.0193
2008-06-05,3613.753,,0.0196
2008-06-06,3603.408,,0.0197
2008-06-10,3326.566,,0.0213
2008-06-11,3256.88,,0.0217
2008-06-12,3199.279,,0.0221
2008-06-13,3096.494,,0.0229
2008-06-16,3048.637,,0.0232
2008-06-17,2925.238,,0.0242
2008-06-18,3093.869,,0.0229
2008-06-19,2854.873,,0.0248
2008-06-20,2903.519,,0.0244
2008-06-23,2826.267,,0.025
2008-06-24,2860.466,,0.0248
2008-06-25,2999.829,,0.0236
2008-06-26,3010.76,,0.0236
2008-06-27,2825.065,,0.0251
2008-06-30,2795.79,,0.0255
2008-07-01,2715.851,,0.0261
2008-07-02,2736.005,,0.0259
2008-07-03,2816.709,,0.0252
2008-07-04,2772.396,,0.0256
2008-07-07,2920.743,,0.0243
2008-07-08,2958.409,,0.024
2008-07-09,3058.914,,0.0232
2008-07-10,2998.954,,0.0236
2008-07-11,2971.002,,0.0239
2008-07-14,3007.535,,0.0236
2008-07-15,2908.613,,0.0244
2008-07-16,2786.243,,0.0255
2008-07-17,2740.441,,0.0259
2008-07-18,2821.33,,0.0252
2008-07-21,2918.468,,0.0243
2008-07-22,2921.414,,0.0243
2008-07-23,2885.971,,0.0246
2008-07-24,2952.943,,0.024
2008-07-25,2909.385,,0.0244
2008-07-28,2939.05,,0.0241
2008-07-29,2887.269,,0.0245
2008-07-30,2865.883,,0.0247
2008-07-31,2783.507,,0.0255
2008-08-01,2777.875,,0.0256
2008-08-04,2687.55,,0.0264
2008-08-05,2582.16,,0.0275
2008-08-06,2590.76,,0.0275
2008-08-07,2592.37,,0.0275
2008-08-08,2455.95,,0.029
2008-08-11,2326.84,,0.0305
2008-08-12,2360.44,,0.03
2008-08-13,2376.11,,0.0298
2008-08-14,2375.973,,0.0299
2008-08-15,2368.548,,0.0299
2008-08-18,2228.151,,0.0318
2008-08-19,2262.465,,0.0313
2008-08-20,2418.71,,0.0293
2008-08-21,2318.934,,0.0307
2008-08-22,2273.845,,0.0313
2008-08-25,2254.339,,0.0316
2008-08-26,2167.117,,0.0329
2008-08-27,2157.396,,0.0331
2008-08-28,2173.047,,0.0328
2008-08-29,2233.283,,0.0319
2008-09-01,2177.143,,0.0328
2008-09-02,2172.64,,0.0329
2008-09-03,2142.429,,0.0333
2008-09-04,2152.818,,0.0331
2008-09-05,2088.462,,0.0341
2008-09-08,2018.231,,0.0353
2008-09-09,2042.635,,0.0349
2008-09-10,2051.695,,0.0348
2008-09-11,2011.461,,0.0355
2008-09-12,2024.085,,0.0352
2008-09-16,1997.322,,0.0357
2008-09-17,1959.529,,0.0364
2008-09-18,1914.638,,0.0373
2008-09-19,2079.878,,0.0342
2008-09-22,2163.626,,0.0329
2008-09-23,2072.687,,0.0343
2008-09-24,2094.092,,0.034
2008-09-25,2175.202,,0.0326
2008-09-26,2203.04,,0.0322
2008-10-06,2080.208,,0.0342
2008-10-07,2053.109,,0.0347
2008-10-08,2005.102,,0.0356
2008-10-09,1969.52,,0.0363
2008-10-10,1875.446,,0.0381
2008-10-13,1911.661,,0.0373
2008-10-14,1867.382,,0.0382
2008-10-15,1839.044,,0.0388
2008-10-16,1750.458,,0.0407
2008-10-17,1774.743,,0.0402
2008-10-20,1828.091,,0.039
2008-10-21,1817.945,,0.0393
2008-10-22,1775.588,,0.0404
2008-10-23,1783.388,,0.0402
2008-10-24,1748.094,,0.041
2008-10-27,1629.954,,0.044
2008-10-28,1665.351,,0.043
2008-10-29,1621.552,,0.0442
2008-10-30,1651.192,,0.0432
2008-10-31,1615.563,,0.0441
2008-11-03,1596.101,,0.0446
2008-11-04,1568.82,,0.0454
2008-11-05,1618.691,,0.0439
2008-11-06,1603.55,,0.0443
2008-11-07,1617.392,,0.0438
2008-11-10,1722.396,,0.041
2008-11-11,1717.479,,0.0411
2008-11-12,1730.101,,0.0408
2008-11-13,1810.393,,0.0389
2008-11-14,1872.426,,0.0378
2008-11-17,1922.537,,0.0368
2008-11-18,1776.575,,0.04
2008-11-19,1875.002,,0.0379
2008-11-20,1851.81,,0.0386
2008-11-21,1839.845,,0.0388
2008-11-24,1775.121,,0.0402
2008-11-25,1766.741,,0.0403
2008-11-26,1791.664,,0.0396
2008-11-27,1821.411,,0.0389
2008-11-28,1798.437,,0.0394
2008-12-01,1827.94,,0.0389
2008-12-02,1837.744,,0.0388
2008-12-03,1919.003,,0.0371
2008-12-04,1943.794,,0.0366
2008-12-05,1969.903,,0.0361
2008-12-08,2039.213,,0.0349
2008-12-09,2004.639,,0.0354
2008-12-10,2028.435,,0.035
2008-12-11,1981.509,,0.0359
2008-12-12,1902.682,,0.0373
2008-12-15,1924.409,,0.0369
2008-12-16,1947.665,,0.0365
2008-12-17,1961.406,,0.0363
2008-12-18,1988.215,,0.0359
2008-12-19,2001.143,,0.0356
