datetime,close,acc_close,div
2005-01-04,981.182,,0.0291
2005-01-05,985.459,,0.0293
2005-01-06,976.057,,0.0297
2005-01-07,982.918,,0.0293
2005-01-10,988.166,,0.0294
2005-01-11,989.988,,0.0293
2005-01-12,988.353,,0.0293
2005-01-13,988.504,,0.0295
2005-01-14,983.534,,0.0296
2005-01-17,959.567,,0.0306
2005-01-18,964.722,,0.0306
2005-01-19,959.127,,0.0307
2005-01-20,952.423,,0.0308
2005-01-21,980.389,,0.0298
2005-01-24,995.501,,0.0293
2005-01-25,1000.481,,0.0291
2005-01-26,992.152,,0.0294
2005-01-27,979.558,,0.0295
2005-01-28,971.96,,0.0298
2005-01-31,962.9,,0.03
2005-02-01,965.282,,0.0299
2005-02-02,1015.563,,0.0284
2005-02-03,1009.4,,0.0283
2005-02-04,1032.173,,0.0277
2005-02-16,1039.818,,0.0288
2005-02-17,1032.372,,0.0291
2005-02-18,1016.994,,0.0295
2005-02-21,1037.464,,0.0288
2005-02-22,1054.066,,0.0283
2005-02-23,1052.909,,0.0284
2005-02-24,1052.304,,0.0286
2005-02-25,1052.356,,0.0286
2005-02-28,1044.448,,0.0285
2005-03-01,1038.291,,0.0286
2005-03-02,1019.315,,0.0291
2005-03-03,1027.63,,0.029
2005-03-04,1021.305,,0.0291
2005-03-07,1025.32,,0.0289
2005-03-08,1042.22,,0.0284
2005-03-09,1044.422,,0.0284
2005-03-10,1019.438,,0.0291
2005-03-11,1023.994,,0.0292
2005-03-14,1028.625,,0.029
2005-03-15,1007.429,,0.0299
2005-03-16,1000.251,,0.0315
2005-03-17,986.174,,0.0315
2005-03-18,975.696,,0.0316
2005-03-21,980.707,,0.0315
2005-03-22,968.313,,0.0318
2005-03-23,959.876,,0.0321
2005-03-24,967.407,,0.0321
2005-03-25,965.416,,0.0321
2005-03-28,964.941,,0.0322
2005-03-29,960.126,,0.0322
2005-03-30,947.264,,0.0347
2005-03-31,951.063,,0.0343
2005-04-01,982.742,,0.0332
2005-04-04,963.604,,0.0337
2005-04-05,952.705,,0.0341
2005-04-06,964.733,,0.0336
2005-04-07,971.149,,0.0337
2005-04-08,989.072,,0.0329
2005-04-11,983.877,,0.0327
2005-04-12,970.752,,0.0332
2005-04-13,995.041,,0.0324
2005-04-14,988.564,,0.0324
2005-04-15,977.553,,0.0324
2005-04-18,963.623,,0.0332
2005-04-19,961.523,,0.0333
2005-04-20,955.561,,0.0333
2005-04-21,947.14,,0.0338
2005-04-22,947.879,,0.0337
2005-04-25,939.673,,0.0335
2005-04-26,942.135,,0.0337
2005-04-27,920.384,,0.0345
2005-04-28,926.343,,0.0341
2005-04-29,916.095,,0.0344
2005-05-09,898.543,,0.0337
2005-05-10,904.663,,0.0333
2005-05-11,896.517,,0.0338
2005-05-12,873.193,,0.0347
2005-05-13,869.601,,0.0348
2005-05-16,859.829,,0.035
2005-05-17,863.854,,0.0355
2005-05-18,864.976,,0.0355
2005-05-19,864.743,,0.0355
2005-05-20,863.706,,0.0357
2005-05-23,839.164,,0.0368
2005-05-24,838.402,,0.0375
2005-05-25,837.352,,0.0378
2005-05-26,830.965,,0.0382
2005-05-27,825.848,,0.0377
2005-05-30,831.888,,0.0375
2005-05-31,834.569,,0.0373
2005-06-01,820.326,,0.038
2005-06-02,802.81,,0.0389
2005-06-03,797.74,,0.0393
2005-06-06,813.7,,0.0388
2005-06-07,810.672,,0.0392
2005-06-08,879.31,,0.0359
2005-06-09,885.822,,0.0349
2005-06-10,875.212,,0.0358
2005-06-13,859.38,,0.0359
2005-06-14,858.403,,0.036
2005-06-15,851.182,,0.0365
2005-06-16,863.349,,0.036
2005-06-17,872.519,,0.0362
2005-06-20,885.675,,0.0353
2005-06-21,878.801,,0.036
2005-06-22,875.11,,0.0366
2005-06-23,870.203,,0.0366
2005-06-24,875.614,,0.036
2005-06-27,888.173,,0.0354
2005-06-28,880.356,,0.0359
2005-06-29,883.65,,0.0358
2005-06-30,866.569,,0.0365
2005-07-01,860.503,,0.0369
2005-07-04,855.506,,0.037
2005-07-05,843.825,,0.0375
2005-07-06,837.606,,0.0375
2005-07-07,842.624,,0.0369
2005-07-08,828.784,,0.0373
2005-07-11,822.785,,0.0374
2005-07-12,846.069,,0.0363
2005-07-13,841.36,,0.0366
2005-07-14,843.456,,0.0365
2005-07-15,834.641,,0.0368
2005-07-18,825.252,,0.0371
2005-07-19,824.258,,0.0373
2005-07-20,834.371,,0.037
2005-07-21,838.172,,0.037
2005-07-22,848.181,,0.0358
2005-07-25,846.382,,0.0355
2005-07-26,865.043,,0.0343
2005-07-27,879.796,,0.0339
2005-07-28,876.808,,0.034
2005-07-29,874.572,,0.0342
2005-08-01,879.013,,0.0339
2005-08-02,886.828,,0.0335
2005-08-03,889.612,,0.0336
2005-08-04,888.363,,0.0336
2005-08-05,902.528,,0.033
2005-08-08,910.802,,0.0325
2005-08-09,918.431,,0.0319
2005-08-10,922.256,,0.0315
2005-08-11,928.33,,0.0311
2005-08-12,924.959,,0.0315
2005-08-15,935.365,,0.0312
2005-08-16,927.191,,0.0318
2005-08-17,933.735,,0.0315
2005-08-18,923.163,,0.033
2005-08-19,925.541,,0.0328
2005-08-22,928.478,,0.0331
2005-08-23,922.434,,0.0331
2005-08-24,931.885,,0.0323
2005-08-25,929.107,,0.0323
2005-08-26,925.005,,0.0323
2005-08-29,909.428,,0.0332
2005-08-30,907.339,,0.0335
2005-08-31,920.844,,0.0332
2005-09-01,933.306,,0.0328
2005-09-02,932.882,,0.0329
2005-09-05,934.96,,0.0331
2005-09-06,916.971,,0.0338
2005-09-07,929.502,,0.0334
2005-09-08,933.229,,0.0336
2005-09-09,932.487,,0.0333
2005-09-12,932.533,,0.0336
2005-09-13,941.897,,0.0332
2005-09-14,947.074,,0.0329
2005-09-15,951.542,,0.033
2005-09-16,947.822,,0.0334
2005-09-19,957.255,,0.0333
2005-09-20,951.673,,0.0335
2005-09-21,935.862,,0.0344
2005-09-22,916.052,,0.0349
2005-09-23,912.6,,0.0348
2005-09-26,910.702,,0.0349
2005-09-27,899.484,,0.0357
2005-09-28,895.658,,0.0358
2005-09-29,907.406,,0.0348
2005-09-30,911.086,,0.0347
2005-10-10,898.994,,0.0353
2005-10-11,908.776,,0.0349
2005-10-12,909.643,,0.0351
2005-10-13,904.417,,0.0354
2005-10-14,892.95,,0.0357
2005-10-17,878.416,,0.0366
2005-10-18,881.621,,0.0364
2005-10-19,875.876,,0.0366
2005-10-20,874.78,,0.0365
2005-10-21,876.923,,0.0363
2005-10-24,871.133,,0.0368
2005-10-25,860.05,,0.0375
2005-10-26,841.512,,0.0381
2005-10-27,836.118,,0.0378
2005-10-28,830.099,,0.0383
2005-10-31,838.366,,0.0375
