datetime,close
2019-08-23,1.0002
2019-08-30,1.0012
2019-09-06,1.0032
2019-09-12,1.0037
2019-09-16,1.0038
2019-09-20,1.002
2019-09-23,0.9866
2019-09-24,0.987
2019-09-25,0.9816
2019-09-26,0.9786
2019-09-27,0.975
2019-09-30,0.9735
2019-10-08,0.9805
2019-10-09,0.9864
2019-10-10,0.9893
2019-10-11,0.9978
2019-10-14,1.0088
2019-10-15,1.0015
2019-10-16,1.0001
2019-10-17,0.997
2019-10-18,0.9843
2019-10-21,0.9903
2019-10-22,0.9921
2019-10-23,0.9882
2019-10-24,0.9895
2019-10-25,0.9939
2019-10-28,0.9962
2019-10-29,0.9937
2019-10-30,0.9914
2019-10-31,0.9879
2019-11-01,1.0031
2019-11-04,1.008
2019-11-05,1.0147
2019-11-06,1.0112
2019-11-07,1.0131
2019-11-08,1.0093
2019-11-11,0.9917
2019-11-12,0.9936
2019-11-13,0.9896
2019-11-14,0.9864
2019-11-15,0.9795
2019-11-18,0.992
2019-11-19,1.0006
2019-11-20,0.9929
2019-11-21,0.9926
2019-11-22,0.9915
2019-11-25,1.0087
2019-11-26,1.0107
2019-11-27,1.0028
2019-11-28,0.9961
2019-11-29,0.9934
2019-12-02,0.9954
2019-12-03,0.9993
2019-12-04,0.9924
2019-12-05,0.9958
2019-12-06,0.9951
2019-12-09,1.0006
2019-12-10,0.999
2019-12-11,1.0065
2019-12-12,1.0038
2019-12-13,1.0137
2019-12-16,1.0175
2019-12-17,1.0287
2019-12-18,1.0256
2019-12-19,1.0285
2019-12-20,1.0304
2019-12-23,1.0224
2019-12-24,1.0243
2019-12-25,1.0219
2019-12-26,1.0329
2019-12-27,1.036
2019-12-30,1.0487
2019-12-31,1.0549
2020-01-02,1.0684
2020-01-03,1.0675
2020-01-06,1.0577
2020-01-07,1.0648
2020-01-08,1.0512
2020-01-09,1.0637
2020-01-10,1.0596
2020-01-13,1.0652
2020-01-14,1.0655
2020-01-15,1.0564
2020-01-16,1.0505
2020-01-17,1.0519
2020-01-20,1.0505
2020-01-21,1.0299
2020-01-22,1.0334
2020-01-23,1.0043
2020-02-03,0.9257
2020-02-04,0.946
2020-02-05,0.9479
2020-02-06,0.9557
2020-02-07,0.9569
2020-02-10,0.9672
2020-02-11,0.975
2020-02-12,0.9771
2020-02-13,0.9743
2020-02-14,0.9866
2020-02-17,1.0029
2020-02-18,0.9952
2020-02-19,0.9945
2020-02-20,1.0052
2020-02-21,1.0043
2020-02-24,0.9925
2020-02-25,0.984
2020-02-26,0.99
2020-02-27,0.9945
2020-02-28,0.9716
2020-03-02,1.0069
2020-03-03,1.0034
2020-03-04,1.0168
2020-03-05,1.0314
2020-03-06,1.0134
2020-03-09,0.9846
2020-03-10,0.9975
2020-03-11,0.987
2020-03-12,0.9725
2020-03-13,0.9567
2020-03-16,0.9282
2020-03-17,0.9227
2020-03-18,0.908
2020-03-19,0.8874
2020-03-20,0.9029
2020-03-23,0.8759
2020-03-24,0.901
2020-03-25,0.9241
2020-03-26,0.9194
2020-03-27,0.9305
2020-03-30,0.9281
2020-03-31,0.9256
2020-04-01,0.9201
2020-04-02,0.9295
2020-04-03,0.9267
2020-04-07,0.9393
2020-04-08,0.9362
2020-04-09,0.9352
2020-04-10,0.9297
2020-04-13,0.9286
2020-04-14,0.9406
2020-04-15,0.9333
2020-04-16,0.9335
2020-04-17,0.9383
2020-04-20,0.9363
2020-04-21,0.926
2020-04-22,0.9289
2020-04-23,0.926
2020-04-24,0.9276
2020-04-27,0.9323
2020-04-28,0.9324
2020-04-29,0.9438
2020-04-30,0.9525
2020-05-06,0.9512
2020-05-07,0.9516
2020-05-08,0.9619
2020-05-11,0.9622
2020-05-12,0.9571
2020-05-13,0.9595
2020-05-14,0.9477
2020-05-15,0.9438
2020-05-18,0.9459
2020-05-19,0.9522
2020-05-20,0.9476
2020-05-21,0.9412
2020-05-22,0.9244
