datetime,close,acc_close,div
2012-07-20,3042.407,,0.0421
2012-07-23,3003.098,,0.0427
2012-07-24,3022.547,,0.0428
2012-07-25,3000.325,,0.0429
2012-07-26,2985.778,,0.043
2012-07-27,2991.004,,0.0428
2012-07-30,2972.436,,0.0429
2012-07-31,2959.298,,0.0426
2012-08-01,2985.605,,0.0423
2012-08-02,2947.256,,0.0425
2012-08-03,2970.569,,0.0422
2012-08-06,3007.495,,0.0421
2012-08-07,3001.545,,0.0423
2012-08-08,3004.206,,0.0421
2012-08-09,3024.507,,0.042
2012-08-10,3009.415,,0.0421
2012-08-13,2937.07,,0.0424
2012-08-14,2943.169,,0.0423
2012-08-15,2913.604,,0.0427
2012-08-16,2912.791,,0.0427
2012-08-17,2905.568,,0.0426
2012-08-20,2886.006,,0.0428
2012-08-21,2900.858,,0.0427
2012-08-22,2886.677,,0.0428
2012-08-23,2889.662,,0.0429
2012-08-24,2857.926,,0.0431
2012-08-27,2795.434,,0.0434
2012-08-28,2820.184,,0.0428
2012-08-29,2786.166,,0.0432
2012-08-30,2795.45,,0.0428
2012-08-31,2783.288,,0.043
2012-09-03,2803.82,,0.0431
2012-09-04,2772.915,,0.0434
2012-09-05,2764.782,,0.0437
2012-09-06,2784.048,,0.0436
2012-09-07,2904.469,,0.0422
2012-09-10,2924.412,,0.0422
2012-09-11,2909.79,,0.0425
2012-09-12,2915.507,,0.0426
2012-09-13,2886.757,,0.0427
2012-09-14,2911.328,,0.0424
2012-09-17,2837.641,,0.043
2012-09-18,2811.399,,0.0435
2012-09-19,2825.14,,0.0434
2012-09-20,2763.981,,0.0441
2012-09-21,2771.474,,0.0439
2012-09-24,2785.994,,0.0439
2012-09-25,2783.989,,0.0439
2012-09-26,2755.125,,0.0442
2012-09-27,2844.702,,0.0431
2012-09-28,2886.058,,0.0426
2012-10-08,2859.777,,0.0428
2012-10-09,2918.726,,0.0421
2012-10-10,2924.23,,0.0421
2012-10-11,2891.683,,0.0423
2012-10-12,2898.847,,0.0421
2012-10-15,2895.836,,0.0421
2012-10-16,2891.54,,0.0421
2012-10-17,2890.501,,0.042
2012-10-18,2929.06,,0.0416
2012-10-19,2920.446,,0.0417
2012-10-22,2930.573,,0.0416
2012-10-23,2894.556,,0.0419
2012-10-24,2885.963,,0.0419
2012-10-25,2860.273,,0.0422
2012-10-26,2809.564,,0.0426
2012-10-29,2799.871,,0.0428
2012-10-30,2815.964,,0.0427
2012-10-31,2829.64,,0.0426
2012-11-01,2881.211,,0.0419
2012-11-02,2898.393,,0.0416
2012-11-05,2891.956,,0.0417
2012-11-06,2883.297,,0.0417
2012-11-07,2880.357,,0.0417
2012-11-08,2822.918,,0.0421
2012-11-09,2811.625,,0.0421
2012-11-12,2826.683,,0.042
2012-11-13,2777.272,,0.0424
2012-11-14,2792.24,,0.0423
2012-11-15,2757.01,,0.0427
