datetime,close,acc_close,pe,pe_pct,pe_pct80,pe_pct50,pe_pct20
2009-07-03,4443.054,,46.2439,,46.2439,46.2439,46.2439
2009-07-06,4435.521,,46.1529,0,46.2439,46.1984,46.1529
2009-07-07,4476.946,,46.6479,1,46.6479,46.2439,46.1529
2009-07-08,4494.119,,46.6601,1,46.6479,46.4459,46.2439
2009-07-09,4606.12,,47.7717,1,46.6601,46.6479,46.2439
2009-07-10,4647.145,,48.4206,1,47.7717,46.654,46.2439
2009-07-13,4726.38,,49.3155,1,48.4206,46.6601,46.2439
2009-07-14,4815.502,,50.1403,1,49.3155,47.2159,46.2439
2009-07-15,4793.456,,49.8096,0.875,49.3155,47.7717,46.6479
2009-07-16,4765.277,,49.5527,0.7778,49.5527,48.0961,46.6479
2009-07-17,4757.141,,49.4008,0.7,49.5527,48.4206,46.6479
2009-07-20,4805.796,,49.7726,0.8182,49.7726,48.8681,46.6479
2009-07-21,4747.849,,49.3096,0.5,49.7726,49.3096,46.6479
2009-07-22,4800.351,,49.5247,0.6923,49.5527,49.3126,46.6601
2009-07-23,4852.468,,49.8676,0.9286,49.7726,49.3155,46.6601
2009-07-24,4791.919,,49.4292,0.6,49.7726,49.3582,46.6601
2009-07-27,4876.995,,50.4316,1,49.8096,49.4008,46.6601
2009-07-28,4954.376,,50.9976,1,49.8676,49.415,46.6601
2009-07-29,4711.68,,48.6003,0.3333,49.8096,49.4008,47.7717
2009-07-30,4741.64,,48.6171,0.3684,49.8096,49.3582,47.7717
2009-07-31,4844.623,,49.5365,0.65,49.8096,49.4008,47.7717
2009-08-03,5003.478,,51.2168,1,49.8676,49.415,47.7717
2009-08-04,5104.208,,51.823,1,50.1403,49.4292,47.7717
2009-08-05,5184.854,,53.1694,1,50.1403,49.477,48.4206
2009-08-06,5088.63,,52.3645,0.9583,50.4316,49.5247,48.4206
2009-08-07,4935.444,,49.4641,0.48,50.4316,49.4944,48.4206
2009-08-10,4953.579,,49.4874,0.5,50.4316,49.4874,48.4206
2009-08-11,5032.454,,50.5054,0.8148,50.5054,49.506,48.4206
2009-08-12,4839.358,,48.3176,0.1786,50.4316,49.4874,48.4206
2009-08-13,4801.93,,47.7657,0.1379,50.4316,49.4757,48.3176
2009-08-14,4572.477,,45.6501,0,50.4316,49.4641,47.7717
2009-08-17,4307.801,,43.0513,0,50.4316,49.4467,47.7657
2009-08-18,4383.309,,43.5121,0.0313,50.4316,49.4292,46.6601
2009-08-19,4254.458,,42.5688,0,50.1403,49.415,46.6601
2009-08-20,4395.555,,43.6257,0.0882,50.1403,49.4008,46.6479
2009-08-21,4518.738,,44.8347,0.1143,50.1403,49.3582,46.2439
2009-08-24,4589.418,,45.5626,0.1389,50.1403,49.3155,46.1529
2009-08-25,4513.856,,44.6814,0.1081,50.1403,49.3126,45.6501
2009-08-26,4659.365,,45.7957,0.2105,49.8676,49.3096,45.7957
2009-08-27,4744.83,,46.4639,0.2821,49.8676,48.9634,45.7957
2009-08-28,4672.491,,45.7138,0.2,49.8676,48.6171,45.7138
2009-08-31,4415.194,,42.9793,0.0244,49.8676,48.6087,45.6501
2009-09-01,4382.902,,42.8937,0.0238,49.8676,48.6003,45.5626
2009-09-02,4377.417,,42.8285,0.0233,49.8096,48.5104,45.5626
2009-09-03,4547.841,,44.4217,0.1591,49.8096,48.4206,44.8347
2009-09-04,4645.325,,45.1922,0.2222,49.8096,48.3691,44.8347
2009-09-07,4791.376,,46.7381,0.4348,49.8096,48.3176,44.8347
2009-09-08,4851.988,,47.3924,0.4468,49.8096,48.0447,44.8347
2009-09-09,4797.322,,46.7184,0.4167,49.7726,47.7717,45.1922
2009-09-10,4753.716,,46.3747,0.3469,49.7726,47.7687,45.1922
2009-09-11,4811.497,,46.9023,0.46,49.7726,47.7657,45.1922
2009-09-14,4938.94,,47.9567,0.5294,49.7726,47.7687,45.1922
2009-09-15,4940.52,,47.8816,0.5192,49.7726,47.7717,45.1922
2009-09-16,4896.639,,47.445,0.4717,49.5527,47.7687,45.5626
2009-09-17,4962.284,,47.9603,0.5556,49.5527,47.7717,45.5626
2009-09-18,4831.88,,46.8338,0.4182,49.5527,47.7687,45.5626
2009-09-21,4888.933,,47.3259,0.4464,49.5527,47.7657,45.5626
2009-09-22,4853.302,,47.3494,0.4561,49.5527,47.6054,45.5626
2009-09-23,4709.947,,46.0505,0.2586,49.5365,47.445,45.6501
2009-09-24,4652.587,,45.4145,0.1864,49.5365,47.4187,45.5626
2009-09-25,4657.38,,45.6339,0.2167,49.5365,47.3924,45.5626
2009-09-28,4575.535,,44.9756,0.1639,49.5365,47.3709,45.4145
2009-09-29,4509.756,,44.3588,0.1129,49.5365,47.3494,45.1922
2009-09-30,4544.327,,44.7347,0.1587,49.5247,47.3377,45.1922
2009-10-09,4721.018,,46.2818,0.3594,49.5247,47.3259,45.1922
2009-10-12,4756.024,,46.5378,0.4,49.5247,47.1141,45.1922
2009-10-13,4787.951,,46.6547,0.4242,49.5247,46.9023,45.1922
2009-10-14,4772.766,,46.4121,0.3731,49.5247,46.8681,45.1922
2009-10-15,4719.332,,45.5718,0.2353,49.4874,46.8338,45.4145
2009-10-16,4737.257,,45.5969,0.2464,49.4874,46.7859,45.4145
2009-10-19,4833.926,,45.2531,0.2,49.4874,46.7381,45.2531
2009-10-20,4971.003,,46.6491,0.4507,49.4874,46.7283,45.2531
2009-10-21,4893.573,,45.7858,0.3056,49.4874,46.7184,45.2531
2009-10-22,4914.96,,45.7945,0.3151,49.4641,46.6892,45.4145
2009-10-23,4958.455,,46.0223,0.3378,49.4641,46.6601,45.4145
2009-10-26,4945.546,,44.9094,0.16,49.4641,46.6574,45.2531
2009-10-27,4832.702,,44.1386,0.0921,49.4641,46.6547,45.1922
2009-10-28,4892.278,,43.9141,0.0909,49.4641,46.6519,44.9756
2009-10-29,4847.287,,42.1355,0,49.4292,46.6491,44.9756
2009-10-30,4919.368,,41.9218,0,49.4292,46.6485,44.9094
2009-11-02,5071.139,,43.1058,0.0875,49.4292,46.6479,44.8347
2009-11-03,5144.746,,43.6088,0.1111,49.4292,46.5928,44.7347
2009-11-04,5221.61,,44.3716,0.1707,49.4292,46.5378,44.6814
2009-11-05,5239.155,,44.4702,0.1928,49.4008,46.5008,44.6814
2009-11-06,5203.965,,44.1126,0.1429,49.4008,46.4639,44.4702
2009-11-09,5263.887,,44.4767,0.2118,49.4008,46.438,44.4702
2009-11-10,5317.328,,44.9079,0.2558,49.4008,46.4121,44.4702
2009-11-11,5353.864,,45.3789,0.3103,49.4008,46.3934,44.4702
2009-11-12,5423.72,,46.0654,0.4545,49.3155,46.3747,44.4767
2009-11-13,5506.037,,46.7901,0.6067,49.3155,46.3934,44.4767
2009-11-16,5623.979,,47.8488,0.7,49.3155,46.4121,44.4767
2009-11-17,5626.028,,47.8473,0.6923,49.3155,46.438,44.4767
2009-11-18,5682.429,,48.0941,0.7391,49.3155,46.4639,44.4767
2009-11-19,5715.559,,48.1709,0.7419,49.3096,46.5008,44.6814
2009-11-20,5734.404,,48.3587,0.7553,49.3096,46.5378,44.6814
2009-11-23,5913.721,,49.7637,0.8842,49.3155,46.5928,44.6814
2009-11-24,5644.46,,47.849,0.6771,49.3155,46.6479,44.6814
2009-11-25,5854.496,,49.5486,0.866,49.4008,46.6485,44.6814
2009-11-26,5556.764,,47.1894,0.5816,49.3155,46.6491,44.7347
2009-11-27,5443.099,,46.2496,0.4343,49.3155,46.6485,44.7347
2009-11-30,5781.714,,49.1673,0.78,49.3155,46.6491,44.7347
2009-12-01,5932.463,,50.4112,0.9307,49.4008,46.6519,44.7347
2009-12-02,5925.205,,50.2987,0.9216,49.4292,46.6547,44.7347
2009-12-03,5968.064,,50.4535,0.9417,49.4292,46.6574,44.8347
2009-12-04,5815.359,,49.2533,0.7596,49.4292,46.6601,44.8347
2009-12-07,5938.362,,50.3273,0.9143,49.4641,46.6892,44.8347
2009-12-08,5879.025,,49.9097,0.8868,49.4874,46.7184,44.8347
2009-12-09,5812.729,,49.314,0.757,49.4874,46.7283,44.8347
2009-12-10,5896.087,,50.0477,0.8889,49.4874,46.7381,44.9079
2009-12-11,5928.923,,50.4279,0.9266,49.5247,46.7641,44.9079
2009-12-14,5882.477,,50.1167,0.8818,49.5365,46.7901,44.9079
2009-12-15,5895.825,,50.1224,0.8829,49.5486,46.8119,44.9079
2009-12-16,5836.839,,49.5528,0.8125,49.5527,46.8338,44.9079
2009-12-17,5651.635,,48.0836,0.6283,49.5486,46.8681,44.9094
2009-12-18,5473.43,,46.8034,0.4912,49.5486,46.8338,44.9094
2009-12-21,5592.104,,47.939,0.6087,49.5486,46.8681,44.9094
2009-12-22,5478.491,,47.2036,0.5172,49.5486,46.9023,44.9094
2009-12-23,5593.848,,48.1298,0.6496,49.5486,47.0459,44.9094
2009-12-24,5789.137,,49.8203,0.8475,49.5486,47.1894,44.9756
2009-12-25,5789.614,,49.7548,0.8151,49.5527,47.1965,44.9756
2009-12-28,5854.038,,50.1744,0.9,49.5528,47.2036,44.9756
2009-12-29,5868.172,,50.2732,0.9008,49.7548,47.2648,44.9756
2009-12-30,5834.203,,49.8561,0.8361,49.7637,47.3259,44.9756
2009-12-31,5909.724,,50.353,0.9187,49.7637,47.3377,45.1922
2010-01-04,5927.722,,50.5957,0.9597,49.7726,47.3494,45.1922
2010-01-05,5958.501,,50.8007,0.96,49.8096,47.3709,45.1922
2010-01-06,5887.324,,50.105,0.8413,49.8203,47.3924,45.1922
2010-01-07,5743.226,,48.8798,0.6535,49.8203,47.4187,45.1922
2010-01-08,5788.824,,49.1105,0.6563,49.8096,47.445,45.2531
2010-01-11,5761.485,,48.8383,0.6434,49.8096,47.6054,45.2531
2010-01-12,5918.522,,50.1686,0.8692,49.8203,47.7657,45.2531
2010-01-13,5909.942,,49.9986,0.8244,49.8561,47.7687,45.2531
2010-01-14,6096.679,,51.7008,0.9773,49.8676,47.7717,45.2531
2010-01-15,6110.286,,51.8299,0.985,49.8676,47.8095,45.3789
2010-01-18,6219.037,,52.6959,0.9925,49.9097,47.8473,45.3789
2010-01-19,6188.055,,52.371,0.9852,49.9986,47.8481,45.3789
2010-01-20,5996.534,,50.7736,0.9265,50.0477,47.8488,45.3789
2010-01-21,6018.873,,50.9706,0.9343,50.105,47.8489,45.3789
2010-01-22,5855.007,,49.6369,0.7246,50.0477,47.849,45.4145
2010-01-25,5823.379,,49.508,0.6835,50.0477,47.8653,45.4145
2010-01-26,5672.783,,48.4347,0.5786,50.0477,47.8816,45.4145
2010-01-27,5621.071,,47.8742,0.4965,50.0477,47.8779,45.4145
2010-01-28,5728.884,,48.8008,0.5986,50.0477,47.8816,45.4145
2010-01-29,5814.601,,49.4459,0.6713,49.9986,47.9103,45.5626
2010-02-01,5811.776,,49.4483,0.6736,49.9986,47.939,45.5626
2010-02-02,5728.859,,48.6964,0.5862,49.9986,47.9479,45.5626
2010-02-03,5741.065,,48.7047,0.589,49.9986,47.9567,45.5626
2010-02-04,5808.897,,49.206,0.6259,49.9986,47.9585,45.5626
2010-02-05,5739.996,,48.7142,0.5878,49.9097,47.9603,45.5718
2010-02-08,5766.248,,48.8245,0.5973,49.9097,48.0219,45.5718
2010-02-09,5747.901,,48.6823,0.5667,49.9097,48.0836,45.5718
2010-02-10,5791.662,,49.0149,0.6159,49.9097,48.0888,45.5718
2010-02-11,5785.963,,49.11,0.6184,49.9097,48.0941,45.5718
2010-02-12,5832.056,,49.4426,0.6797,49.8676,48.1119,45.5969
2010-02-22,5825.149,,49.156,0.6234,49.8676,48.1298,45.5969
2010-02-23,5826.439,,48.7835,0.5742,49.8676,48.1504,45.5969
2010-02-24,5910.002,,49.4869,0.7051,49.8676,48.1709,45.5969
2010-02-25,5975.7,,50.0648,0.8217,49.9097,48.2443,45.5969
2010-02-26,5947.884,,49.7616,0.7595,49.8676,48.3176,45.6339
2010-03-01,5991.212,,49.994,0.805,49.9097,48.3382,45.6339
2010-03-02,5977.495,,49.498,0.7,49.9097,48.3587,45.6339
2010-03-03,6063.333,,50.0534,0.8199,49.994,48.3896,45.6339
2010-03-04,5847.762,,48.588,0.5123,49.994,48.4206,45.6339
2010-03-05,5844.63,,48.6389,0.5276,49.9097,48.4277,45.6501
2010-03-08,5852.635,,48.6549,0.5305,49.9097,48.4347,45.6501
2010-03-09,5851.267,,50.1178,0.8424,49.994,48.5114,45.6501
2010-03-10,5799.977,,49.7004,0.741,49.994,48.588,45.6501
2010-03-11,5752.069,,49.3492,0.6407,49.994,48.5941,45.6501
2010-03-12,5690.723,,48.7472,0.5476,49.9097,48.6003,45.7138
2010-03-15,5628.213,,48.0655,0.4438,49.9097,48.5941,45.7138
2010-03-16,5639.669,,48.5373,0.4941,49.9097,48.588,45.7138
2010-03-17,5767.2,,49.6657,0.7427,49.9097,48.5941,45.7138
2010-03-18,5763.214,,49.5437,0.7151,49.9097,48.6003,45.7138
