datetime,close,acc_close,pe,pe_pct,pe_pct80,pe_pct50,pe_pct20
2014-11-28,,,9.354,,9.354,9.354,9.354
2014-12-01,,,9.2474,0,9.354,9.3007,9.2474
2014-12-02,,,9.4983,1,9.4983,9.354,9.2474
2014-12-03,,,9.4768,0.6667,9.4768,9.4154,9.354
2014-12-04,,,9.8347,1,9.4983,9.4768,9.354
2014-12-05,,,10.0005,1,9.8347,9.4876,9.354
2014-12-08,,,10.2266,1,10.0005,9.4983,9.354
2014-12-09,,,9.7476,0.5714,10.0005,9.623,9.354
2014-12-10,,,9.903,0.75,9.903,9.7476,9.4768
2014-12-11,,,9.7872,0.5556,9.903,9.7674,9.4768
2014-12-12,,,9.7991,0.6,9.903,9.7872,9.4768
2014-12-15,,,9.8827,0.7273,9.903,9.7931,9.4768
2014-12-16,,,9.9847,0.8333,9.9847,9.7991,9.4768
2014-12-17,,,10.1033,0.9231,9.9847,9.8169,9.4983
2014-12-18,,,10.1111,0.9286,10.0005,9.8347,9.4983
2014-12-19,,,10.2563,1,10.1033,9.8587,9.4983
2014-12-22,,,10.4592,1,10.1111,9.8827,9.4983
2014-12-23,,,10.2622,0.9412,10.2266,9.8928,9.4983
2014-12-24,,,10.0822,0.6667,10.1111,9.903,9.7476
2014-12-25,,,10.285,0.9474,10.2266,9.9438,9.7476
2014-12-26,,,10.4662,1,10.2563,9.9847,9.7476
2014-12-29,,,10.6201,1,10.2622,9.9926,9.7476
2014-12-30,,,10.6055,0.9545,10.285,10.0005,9.7476
2014-12-31,,,10.8105,1,10.285,10.0414,9.7872
2015-01-02,,,10.8882,1,10.4592,10.0822,9.7872
2015-01-05,,,11.1046,1,10.4662,10.0927,9.7872
2015-01-06,,,11.0314,0.9615,10.6055,10.1033,9.7872
2015-01-07,,,11.072,0.963,10.6201,10.1072,9.7872
2015-01-08,,,10.9279,0.8929,10.6201,10.1111,9.7991
2015-01-09,,,10.9911,0.8966,10.8105,10.1688,9.7991
2015-01-12,,,10.8609,0.8,10.8609,10.2266,9.7991
2015-01-13,,,10.8901,0.8387,10.8882,10.2414,9.7991
2015-01-14,,,10.8553,0.75,10.8882,10.2563,9.7991
2015-01-15,,,11.1327,1,10.8882,10.2593,9.8347
2015-01-16,,,11.1511,1,10.8901,10.2622,9.8347
2015-01-19,,,10.4852,0.6,10.8901,10.2736,9.8347
2015-01-20,,,10.6291,0.6667,10.8901,10.285,9.8347
2015-01-21,,,11.0317,0.8919,10.9279,10.3721,9.8347
2015-01-22,,,11.071,0.8947,10.9279,10.4592,9.8827
2015-01-23,,,11.1604,1,10.9911,10.4627,9.8827
2015-01-26,,,11.2347,1,11.0314,10.4662,9.8827
2015-01-27,,,11.1099,0.9024,11.0317,10.4757,9.8827
2015-01-28,,,11.0071,0.7619,11.0317,10.4852,9.8827
2015-01-29,,,10.8532,0.6047,11.0314,10.5454,9.903
2015-01-30,,,10.7453,0.5682,11.0314,10.6055,9.903
2015-02-02,,,10.5587,0.4889,11.0314,10.5821,9.903
2015-02-03,,,10.7525,0.587,11.0314,10.6055,9.903
2015-02-04,,,10.7075,0.5532,11.0314,10.6128,9.903
2015-02-05,,,10.6566,0.5417,11.0071,10.6201,9.9847
2015-02-06,,,10.5222,0.449,11.0071,10.6128,9.9847
2015-02-09,,,10.5424,0.46,11.0071,10.6055,9.9847
2015-02-10,,,10.6461,0.549,11.0071,10.6128,9.9847
2015-02-11,,,10.6439,0.5385,11.0071,10.6201,9.9847
2015-02-12,,,10.6976,0.5849,10.9911,10.6246,10.0005
2015-02-13,,,10.8038,0.6481,10.9911,10.6291,10.0005
2015-02-16,,,10.8342,0.6727,10.9911,10.6365,10.0005
2015-02-17,,,10.8894,0.75,10.9911,10.6439,10.0005
2015-02-18,,,10.9061,0.7719,10.9911,10.645,10.0005
2015-02-23,,,10.8995,0.7586,10.9279,10.6461,10.0822
2015-02-24,,,10.8924,0.7458,10.9279,10.6514,10.0822
2015-02-25,,,10.8466,0.6333,10.9279,10.6566,10.0822
2015-02-26,,,11.0324,0.8689,10.9911,10.6771,10.0822
2015-02-27,,,10.9911,0.7903,10.9911,10.6976,10.0822
2015-03-02,,,11.0375,0.873,10.9911,10.7026,10.1033
2015-03-03,,,10.8029,0.5469,10.9911,10.7075,10.1033
2015-03-04,,,10.7643,0.5385,10.9911,10.7264,10.1033
2015-03-05,,,10.6655,0.4697,10.9911,10.7075,10.1033
2015-03-06,,,10.6451,0.4328,10.9911,10.7026,10.1033
2015-03-09,,,10.783,0.5588,10.9911,10.7075,10.1111
2015-03-10,,,10.6679,0.4783,10.9911,10.7026,10.1111
2015-03-11,,,10.6429,0.4,10.9911,10.6976,10.1111
2015-03-12,,,10.8073,0.6056,10.9911,10.7026,10.1111
2015-03-13,,,10.8623,0.6944,10.9911,10.7075,10.1111
2015-03-16,,,10.9856,0.7945,10.9856,10.7264,10.2266
2015-03-17,,,11.0726,0.9189,10.9911,10.7453,10.2266
2015-03-18,,,11.2505,1,10.9911,10.7489,10.2266
2015-03-19,,,11.3069,1,11.0071,10.7525,10.2266
2015-03-20,,,11.4255,1,11.0314,10.7584,10.2266
2015-03-23,,,11.681,1,11.0314,10.7643,10.2563
2015-03-24,,,11.6441,0.9873,11.0317,10.7736,10.2563
2015-03-25,,,11.6252,0.975,11.0324,10.783,10.2563
2015-03-26,,,11.692,1,11.0375,10.7929,10.2563
2015-03-27,,,11.8439,1,11.071,10.8029,10.2563
2015-03-30,,,12.1139,1,11.071,10.8034,10.2622
2015-03-31,,,12.0687,0.9881,11.072,10.8038,10.2622
2015-04-01,,,12.2287,1,11.0726,10.8056,10.2622
2015-04-02,,,12.2793,1,11.1046,10.8073,10.2622
2015-04-03,,,12.3286,1,11.1099,10.8089,10.2622
2015-04-07,,,12.4999,1,11.1099,10.8105,10.285
2015-04-08,,,12.8265,1,11.1327,10.8223,10.285
2015-04-09,,,12.8969,1,11.1511,10.8342,10.285
2015-04-10,,,13.1065,1,11.1604,10.8404,10.285
2015-04-13,,,13.4528,1,11.2347,10.8466,10.285
2015-04-14,,,13.3404,0.9892,11.2347,10.8499,10.4592
2015-04-15,,,13.3326,0.9787,11.2505,10.8532,10.4592
2015-04-16,,,13.6069,1,11.3069,10.8543,10.4592
2015-04-17,,,13.725,1,11.4255,10.8553,10.4592
2015-04-20,,,13.4333,0.9691,11.6252,10.8581,10.4592
2015-04-21,,,13.7283,1,11.6252,10.8609,10.4662
2015-04-22,,,13.9373,1,11.6441,10.8616,10.4662
2015-04-23,,,13.8871,0.99,11.681,10.8623,10.4662
2015-04-24,,,13.8121,0.9802,11.692,10.8753,10.4662
