datetime,div,hs300,hs300_pe,hs300_div,csi500,csi500_pe,csi500_div,csi1000,csi1000_pe,csi1000_div,bond10
2012-12-31,0.022685206,2522.952,11.00515381,0.027906806,3275.86,31.24976775,0.010586584,,,,0.035738
2012-12-28,0.023026025,2480.049,10.82192916,0.028379292,3235.195,30.8202198,0.010734131,,,,0.035752
2012-12-27,0.02330134,2444.594,10.69476779,0.028716724,3199.481,30.45285298,0.010863622,,,,0.035803
2012-12-26,0.023152627,2457.619,10.75353622,0.028559786,3228.675,30.68438737,0.010781649,,,,0.035925
2012-12-25,0.023281308,2448.395,10.74374039,0.028585826,3189.088,30.29470316,0.010920334,,,,0.035955
2012-12-24,0.023882856,2381.217,10.46782365,0.029339307,3117.698,29.50838378,0.011211332,,,,0.036009
2012-12-21,0.023972589,2372.002,10.44588874,0.029400915,3101.074,29.33175101,0.011278845,,,,0.03606
2012-12-20,0.023844668,2384.816,10.52943315,0.029167638,3108.86,29.38289775,0.011259212,,,,0.036086
2012-12-19,0.023915427,2371.109,10.50170572,0.029244648,3099.092,29.27224874,0.011301772,,,,0.035942
2012-12-18,0.023951089,2368.12,10.4990343,0.029252089,3086.584,29.15845513,0.011347115,,,,0.035843
2012-12-17,0.023958884,2366.7,10.4803061,0.029304363,3091.875,29.21186526,0.011326368,,,,0.035814
2012-12-14,0.024059556,2355.865,10.44817737,0.029394475,3066.231,28.96936715,0.011421179,,,,0.035781
2012-12-13,0.025092343,2242.635,10.00688617,0.030690735,2943.276,27.81007618,0.011897283,,,,0.035649
2012-12-12,0.024829467,2267.767,10.10221126,0.030401135,2982.885,28.18109159,0.01174065,,,,0.035666
2012-12-11,0.024901239,2258.5,10.06086212,0.030526081,2982.027,28.17719488,0.011742274,,,,0.035658
2012-12-10,0.024786552,2271.046,10.09688774,0.030417164,3002.231,28.35827766,0.011667293,,,,0.035707
2012-12-07,0.025077258,2246.757,10.00308779,0.030702389,2950.193,27.87685497,0.011868783,,,,0.035689
2012-12-06,0.025489699,2203.602,9.863382145,0.03113726,2884.348,27.26227042,0.012136346,,,,0.03558
2012-12-05,0.025465839,2207.878,9.874612299,0.031101848,2886.186,27.27960889,0.012128632,,,,0.035622
2012-12-04,0.026248674,2131.473,9.60507508,0.031974627,2783.412,26.28745615,0.012586396,,,,0.035498
2012-12-03,0.026475808,2108.85,9.538558967,0.032197598,2749.134,25.96145984,0.012744443,,,,0.035397
2012-11-30,0.02614017,2139.661,9.620503539,0.031923349,2816.624,26.59426786,0.01244119,,,,0.035332
2012-11-29,0.02638289,2115.676,9.552929603,0.032149163,2774.176,26.18977667,0.012633339,,,,0.035311
2012-11-28,0.026224512,2129.161,9.595517332,0.032006475,2800.537,26.43292068,0.012517131,,,,0.035535
2012-11-27,0.025971285,2150.638,9.648597272,0.031830398,2864.169,27.03715505,0.012443924,,,,0.03557
2012-11-26,0.025580002,2175.599,9.716370444,0.031650818,2970.323,28.03770129,0.011999853,,,,0.035511
2012-11-23,0.025402445,2192.676,9.765701726,0.031490935,3005.459,28.35843799,0.011864134,,,,0.035428
2012-11-22,0.025526754,2177.546,9.710008169,0.031671557,2995.093,28.24984115,0.011909741,,,,0.035357
2012-11-21,0.02531913,2194.896,9.773522293,0.031465736,3035.282,28.63531467,0.011749419,,,,0.035205
